dataset,variable,type,is_labelled,n_labels,variable_label,n_missing,pct_missing,n_unique
ch,CA9O,haven_labelled,TRUE,2,Lieu d'obtention des SRO : Autre medical privée,0,0,1
ch,CA9P,haven_labelled,TRUE,2,Lieu d'obtention des SRO : Famille / Ami(s),0,0,2
ch,CA9Q,haven_labelled,TRUE,2,Lieu d'obtention des SRO : Boutique / Marché / Rue,0,0,1
ch,CA9R,haven_labelled,TRUE,2,Lieu d'obtention des SRO : Praticien traditionnel,0,0,1
ch,CA9X,haven_labelled,TRUE,2,Lieu d'obtention des SRO : Autre,0,0,1
ch,CA9Z,haven_labelled,TRUE,2,Lieu d'obtention des SRO : NSP / Ne se souvient pas,0,0,1
ch,CA9NR,haven_labelled,TRUE,1,Lieu d'obtention des SRO : Non reponse,0,0,1
ch,CA11A,haven_labelled,TRUE,2,Lieu où se trouve le zinc : Hôpital gouvernemental,0,0,2
ch,CA11B,haven_labelled,TRUE,2,Lieu où se trouve le zinc : Centre de santé gouvernemental,0,0,1
ch,CA11E,haven_labelled,TRUE,2,Lieu où se trouve le zinc : Clinique mobile / Strategie avanchee,0,0,1
ch,CA11H,haven_labelled,TRUE,2,Lieu où se trouve le zinc : Autre medical public,0,0,1
ch,CA11I,haven_labelled,TRUE,2,Lieu où se trouve le zinc : Hôpital privé/clinique,0,0,1
ch,CA11J,haven_labelled,TRUE,2,Lieu où se trouve le zinc : Médecin privé,0,0,1
ch,CA11K,haven_labelled,TRUE,2,Lieu où se trouve le zinc : Pharmacie privée,0,0,2
ch,CA11O,haven_labelled,TRUE,2,Lieu où se trouve le zinc : Autre medical privée,0,0,1
ch,CA11P,haven_labelled,TRUE,2,Lieu où se trouve le zinc : Famille / Ami(s),0,0,1
ch,CA11Q,haven_labelled,TRUE,2,Lieu où se trouve le zinc : Boutique / Marché / Rue,0,0,1
ch,CA11R,haven_labelled,TRUE,2,Lieu où se trouve le zinc : Praticien traditionnel,0,0,1
ch,CA11X,haven_labelled,TRUE,2,Lieu où se trouve le zinc : Autre,0,0,1
ch,CA11Z,haven_labelled,TRUE,2,Lieu où se trouve le zinc : NSP / Ne se souvient pas,0,0,1
ch,CA11NR,haven_labelled,TRUE,1,Lieu où se trouve le zinc : Non reponse,0,0,1
ch,CA12,haven_labelled,TRUE,4,Quelque chose d’autre a été donnée pour traiter la diarrhée,1923,94.4,4
ch,CA13A,haven_labelled,TRUE,2,Autres traitement (comprimes ou sirop): Antibiotique,0,0,3
ch,CA13B,haven_labelled,TRUE,2,Autres traitement (comprimes ou sirop): Antimotilite (anti-diarrheique),0,0,3
ch,CA13G,haven_labelled,TRUE,2,Autres traitement (comprimes ou sirop): Autre,0,0,2
ch,CA13H,haven_labelled,TRUE,2,Autres traitement (comprimes ou sirop): Inconnu,0,0,2
ch,CA13L,haven_labelled,TRUE,2,Autres traitement (Injection): Antibiotique,0,0,2
ch,CA13M,haven_labelled,TRUE,2,Autres traitement (Injection): Pas antibiotique,0,0,2
ch,CA13N,haven_labelled,TRUE,2,Autres traitement (Injection): Inconnue,0,0,2
ch,CA13O,haven_labelled,TRUE,2,Autres traitement: Intraveineuse (IV),0,0,3
ch,CA13Q,haven_labelled,TRUE,2,Autres traitement: Remede maison / Herbe medicinale,0,0,3
ch,CA13X,haven_labelled,TRUE,2,Autres traitement: Autre,0,0,3
ch,CA13NR,haven_labelled,TRUE,1,Autres traitement: Non reponse,0,0,2
ch,CA14,haven_labelled,TRUE,4,Enfant ayant eu de la fièvre au cours des deux dernières semaines,111,5.45,4
ch,CA16,haven_labelled,TRUE,4,Enfant ayant souffert de la toux au cours des deux dernières semaines,111,5.45,4
ch,CA17,haven_labelled,TRUE,4,Enfant ayant des difficultés à respirer quand il avait de la toux,111,5.45,4
ch,CA18,haven_labelled,TRUE,5,"Symptomes dues au un problème de bronches, ou à un nez bouché ou qui coulait",1756,86.21,6
ch,CA20,haven_labelled,TRUE,4,A demandé des conseils ou un traitement pour une maladie,1542,75.7,5
ch,CA21A,haven_labelled,TRUE,2,Lieu de recherche des conseils ou du traitement : Hôpital gouvernemental,0,0,2
ch,CA21B,haven_labelled,TRUE,2,Lieu de recherche des conseils ou du traitement : Centre de santé gouvernemental,0,0,2
ch,CA21E,haven_labelled,TRUE,2,Lieu de recherche des conseils ou du traitement : Clinique mobile / Strategie avanchee,0,0,1
ch,CA21H,haven_labelled,TRUE,2,Lieu de recherche des conseils ou du traitement : Autre medical public,0,0,2
ch,CA21I,haven_labelled,TRUE,2,Lieu de recherche des conseils ou du traitement : Hôpital privé/clinique,0,0,2
ch,CA21J,haven_labelled,TRUE,2,Lieu de recherche des conseils ou du traitement : Médecin privé,0,0,2
ch,CA21K,haven_labelled,TRUE,2,Lieu de recherche des conseils ou du traitement : Pharmacie privée,0,0,2
ch,CA21O,haven_labelled,TRUE,2,Lieu de recherche des conseils ou du traitement : Autre medical privée,0,0,2
ch,CA21P,haven_labelled,TRUE,2,Lieu de recherche des conseils ou du traitement : Famille / Ami(s),0,0,2
ch,CA21Q,haven_labelled,TRUE,2,Lieu de recherche des conseils ou du traitement : Boutique / Marché / Rue,0,0,1
ch,CA21R,haven_labelled,TRUE,2,Lieu de recherche des conseils ou du traitement : Praticien traditionnel,0,0,2
ch,CA21X,haven_labelled,TRUE,2,Lieu de recherche des conseils ou du traitement : Autre,0,0,2
ch,CA21NR,haven_labelled,TRUE,1,Lieu de recherche des conseils ou du traitement : Non reponse,0,0,1
ch,CA22,haven_labelled,TRUE,4,Donné des médicaments pour traiter cette maladie,1542,75.7,4
ch,CA23L,haven_labelled,TRUE,2,Médicament: Antibiotiques : Amoxicilline,0,0,3
ch,CA23M,haven_labelled,TRUE,2,Médicament: Antibiotiques : Cotrimoxazole,0,0,3
ch,CA23N,haven_labelled,TRUE,2,Médicament: Antibiotiques : Autres comprimes ou sirop antibiotique,0,0,3
ch,CA23O,haven_labelled,TRUE,2,Médicament: Antibiotiques : Autre injection/antibiotique,0,0,3
ch,CA23R,haven_labelled,TRUE,2,Médicament: Paracetamol / Panadol / Acetaminonphen,0,0,3
ch,CA23S,haven_labelled,TRUE,2,Médicament: Aspirine,0,0,3
ch,CA23T,haven_labelled,TRUE,2,Médicament: Ibuprofen,0,0,3
ch,CA23X,haven_labelled,TRUE,2,Médicament: Autre,0,0,3
ch,CA23Z,haven_labelled,TRUE,2,Médicament: NSP,0,0,3
ch,CA23NR,haven_labelled,TRUE,1,Médicament: Non reponse,0,0,2
ch,CA25A,haven_labelled,TRUE,2,Lieu de l'obtention du médicament : Hôpital gouvernemental,0,0,2
ch,CA25B,haven_labelled,TRUE,2,Lieu de l'obtention du médicament : Centre de santé gouvernemental,0,0,2
ch,CA25E,haven_labelled,TRUE,2,Lieu de l'obtention du médicament : Clinique mobile / Strategie avanchee,0,0,2
ch,CA25H,haven_labelled,TRUE,2,Lieu de l'obtention du médicament : Autre medical public,0,0,1
ch,CA25I,haven_labelled,TRUE,2,Lieu de l'obtention du médicament : Hôpital privé/clinique,0,0,2
ch,CA25J,haven_labelled,TRUE,2,Lieu de l'obtention du médicament : Médecin privé,0,0,2
ch,CA25K,haven_labelled,TRUE,2,Lieu de l'obtention du médicament : Pharmacie privée,0,0,2
ch,CA25O,haven_labelled,TRUE,2,Lieu de l'obtention du médicament : Autre medical privée,0,0,2
ch,CA25P,haven_labelled,TRUE,2,Lieu de l'obtention du médicament : Famille / Ami(s),0,0,2
ch,CA25Q,haven_labelled,TRUE,2,Lieu de l'obtention du médicament : Boutique / Marché / Rue,0,0,1
ch,CA25R,haven_labelled,TRUE,2,Lieu de l'obtention du médicament : Praticien traditionnel,0,0,1
ch,CA25X,haven_labelled,TRUE,2,Lieu de l'obtention du médicament : Autre,0,0,2
ch,CA25Z,haven_labelled,TRUE,2,Lieu de l'obtention du médicament : NSP / Ne se souvient pas,0,0,1
ch,CA25NR,haven_labelled,TRUE,1,Lieu de l'obtention du médicament : Non reponse,0,0,1
ch,CA31,haven_labelled,TRUE,9,Qu'est-ce qui a été fait pour se débarrasser des selles,1032,50.66,9
ch,AN1_DQ,numeric,FALSE,0,Numéro de grappe:  [À ne pas utiliser : Préoccupations concernant la qualité des données],111,5.45,466
ch,AN2_DQ,numeric,FALSE,0,Numéro de ménage:  [À ne pas utiliser : Préoccupations concernant la qualité des données],111,5.45,23
ch,AN3_DQ,numeric,FALSE,0,Numéro de ligne de l'enfant:  [À ne pas utiliser : Préoccupations concernant la qualité des données],111,5.45,14
ch,AN4_DQ,numeric,FALSE,0,Âge de l'enfant:  [À ne pas utiliser : Préoccupations concernant la qualité des données],111,5.45,6
ch,AN5_DQ,numeric,FALSE,0,Numéro de ligne de la mère:  [À ne pas utiliser : Préoccupations concernant la qualité des données],111,5.45,12
ch,AN6_DQ,numeric,FALSE,0,Numéro d'enqueteur:  [À ne pas utiliser : Préoccupations concernant la qualité des données],111,5.45,129
ch,AN7_DQ,numeric,FALSE,0,Numéro de mesureur:  [À ne pas utiliser : Préoccupations concernant la qualité des données],111,5.45,78
ch,AN8_DQ,haven_labelled,TRUE,1,Poids de l'enfant (kilogrammes):  [À ne pas utiliser : Préoccupations concernant la qualité des données],111,5.45,236
ch,AN9_DQ,haven_labelled,TRUE,3,Enfant déshabillé au minimum:  [À ne pas utiliser : Préoccupations concernant la qualité des données],214,10.51,4
ch,AN11_DQ,haven_labelled,TRUE,1,Longueur ou taille de l'enfant (centimètres):  [À ne pas utiliser : Préoccupations concernant la qualité des données],146,7.17,549
ch,AN12_DQ,haven_labelled,TRUE,3,Enfant mesuré couché ou debout:  [À ne pas utiliser : Préoccupations concernant la qualité des données],229,11.24,4
ch,AN13D_DQ,numeric,FALSE,0,Jour de mesure:  [À ne pas utiliser : Préoccupations concernant la qualité des données],111,5.45,32
ch,AN13M_DQ,haven_labelled,TRUE,12,Mois de mesure:  [À ne pas utiliser : Préoccupations concernant la qualité des données],111,5.45,7
ch,AN13Y_DQ,numeric,FALSE,0,Année de mesure:  [À ne pas utiliser : Préoccupations concernant la qualité des données],111,5.45,2
ch,HH4,numeric,FALSE,0,Numéro chef d'équipe,0,0,24
ch,HH6,haven_labelled,TRUE,2,Milieu de résidence,0,0,2
ch,HH7,haven_labelled,TRUE,7,Region,0,0,7
ch,HL4,haven_labelled,TRUE,2,Sexe,0,0,2
ch,ED5A,haven_labelled,TRUE,8,Quel est le plus haut niveau d’école que (nom) a fréquenté,134,6.58,8
ch,ED5B,haven_labelled,TRUE,2,Quel est le plus haut classe/année (nom) a fréquenté,136,6.68,10
ch,CDOI,numeric,FALSE,0,Date de l'entretien de l'enfant (CMC),0,0,2
ch,CDOB,numeric,FALSE,0,Date de naissance de l'enfant (CMC),111,5.45,61
ch,CAGE,numeric,FALSE,0,Age (en mois),111,5.45,61
ch,CAGE_6,haven_labelled,TRUE,6,Age (en mois),111,5.45,7
ch,CAGE_11,haven_labelled,TRUE,5,Age (en mois),111,5.45,6
ch,CAGED,numeric,FALSE,0,Age (en jours),111,5.45,1189
ch,HAP_DQ,numeric,FALSE,0,Taille pour âge centile NCHS [À ne pas utiliser : Préoccupations concernant la qualité des données],111,5.45,769
ch,HAZ_DQ,numeric,FALSE,0,Taille pour âge z-score NCHS:  [À ne pas utiliser : Préoccupations concernant la qualité des données],111,5.45,703
ch,HAM_DQ,numeric,FALSE,0,"Taille pour âge, pourcentage de la médiane de référence NCHS:  [À ne pas utiliser : Préoccupations concernant la qualité des données]",111,5.45,400
ch,WAP_DQ,numeric,FALSE,0,Poids pour âge centile NCHS: [À ne pas utiliser : Préoccupations concernant la qualité des données],111,5.45,787
ch,WAZ_DQ,numeric,FALSE,0,Poids pour âge z-score NCHS:  [À ne pas utiliser : Préoccupations concernant la qualité des données],111,5.45,590
ch,WAM_DQ,numeric,FALSE,0,"Poids pour âge, pourcentage de la médiane de référence NCHS:  [À ne pas utiliser : Préoccupations concernant la qualité des données]",111,5.45,668
ch,WHP_DQ,numeric,FALSE,0,Poids pour taille centile NCHS:  [À ne pas utiliser : Préoccupations concernant la qualité des données],111,5.45,730
ch,WHZ_DQ,numeric,FALSE,0,Poids pour taille z-score NCHS:  [À ne pas utiliser : Préoccupations concernant la qualité des données],111,5.45,636
ch,WHM_DQ,numeric,FALSE,0,Poids pour taille pourcentage de la médiane de référence NCHS:  [À ne pas utiliser : Préoccupations concernant la qualité des données],111,5.45,640
ch,FLAG_DQ,haven_labelled,TRUE,8,Signal pour les indicateurs anthropométriques:  [À ne pas utiliser : Préoccupations concernant la qualité des données],111,5.45,9
ch,BMI_DQ,haven_labelled,TRUE,1,Indice de masse corporelle OMS:  [À ne pas utiliser : Préoccupations concernant la qualité des données],113,5.55,881
ch,ZBMI_DQ,haven_labelled,TRUE,1,Indice de masse corporelle z-score OMS:  [À ne pas utiliser : Préoccupations concernant la qualité des données],111,5.45,597
ch,HAZ2_DQ,haven_labelled,TRUE,1,Taille pour âge z-score OMS:  [À ne pas utiliser : Préoccupations concernant la qualité des données],111,5.45,650
ch,WAZ2_DQ,haven_labelled,TRUE,1,Poids pour âge z-score OMS:  [À ne pas utiliser : Préoccupations concernant la qualité des données],111,5.45,548
ch,WHZ2_DQ,haven_labelled,TRUE,1,Poids pour taille z-score OMS:  [À ne pas utiliser : Préoccupations concernant la qualité des données],111,5.45,591
ch,HAZFLAG_DQ,haven_labelled,TRUE,2,Taille par rapport à l'âge drapeau OMS:  [À ne pas utiliser : Préoccupations concernant la qualité des données],111,5.45,3
ch,WAZFLAG_DQ,haven_labelled,TRUE,2,Indicateur poids/âge OMS:  [À ne pas utiliser : Préoccupations concernant la qualité des données],111,5.45,3
ch,WHZFLAG_DQ,haven_labelled,TRUE,2,Poids pour taille drapeau OMS:  [À ne pas utiliser : Préoccupations concernant la qualité des données],111,5.45,3
ch,BMIFLAG_DQ,haven_labelled,TRUE,2,Indicateur IMC OMS:  [À ne pas utiliser : Préoccupations concernant la qualité des données],111,5.45,3
ch,WHZNOAGE_DQ,haven_labelled,TRUE,2,Poids pour taille – Signaux sur l’âge OMS:  [À ne pas utiliser : Préoccupations concernant la qualité des données],111,5.45,3
ch,melevel,haven_labelled,TRUE,5,L'éducation de la mère,0,0,5
ch,cinsurance,haven_labelled,TRUE,3,Assurance santé,111,5.45,4
ch,cdisability,haven_labelled,TRUE,2,Difficultés fonctionnelles (âge 2-4 ans),737,36.18,3
ch,caretakerdis,haven_labelled,TRUE,3,Difficultés fonctionnelles (âge 18-49 ans),0,0,3
ch,bcg,haven_labelled,TRUE,4,BCG,111,5.45,5
ch,polio1,haven_labelled,TRUE,4,VPI 1,111,5.45,4
ch,polio2,haven_labelled,TRUE,4,VPI 2,111,5.45,4
ch,polio3,haven_labelled,TRUE,4,VPO/VPI 3,111,5.45,4
ch,hepB0,haven_labelled,TRUE,4,VHB à la naissance,111,5.45,5
ch,hepB0day,haven_labelled,TRUE,4,VHB dans les 24 heures,111,5.45,4
ch,hepB0later,haven_labelled,TRUE,4,VHB plus tard,111,5.45,4
ch,DTC1,haven_labelled,TRUE,4,DTC1,111,5.45,4
ch,DTC2,haven_labelled,TRUE,4,DTC2,111,5.45,4
ch,DTC3,haven_labelled,TRUE,4,DTC3,111,5.45,4
ch,Hib1,haven_labelled,TRUE,4,Hib 1,111,5.45,4
ch,Hib2,haven_labelled,TRUE,4,Hib 2,111,5.45,4
ch,Hib3,haven_labelled,TRUE,4,Hib 3,111,5.45,4
ch,HepB1,haven_labelled,TRUE,4,HepB1,111,5.45,4
ch,HepB2,haven_labelled,TRUE,4,HepB2,111,5.45,4
ch,HepB3,haven_labelled,TRUE,4,HepB3,111,5.45,4
ch,pneumo1,haven_labelled,TRUE,4,Pneumococcal (Conjugate) 1,111,5.45,5
ch,pneumo2,haven_labelled,TRUE,4,Pneumococcal (Conjugate) 2,111,5.45,5
ch,pneumo3,haven_labelled,TRUE,4,Pneumococcal (Conjugate) 3,111,5.45,5
ch,measles1,haven_labelled,TRUE,4,MMR1,111,5.45,4
ch,measles2,haven_labelled,TRUE,4,MMR2,111,5.45,4
ch,HepA,haven_labelled,TRUE,4,HepA,111,5.45,5
ch,basicvacc,haven_labelled,TRUE,4,Vaccinations de base sans ROR,111,5.45,4
ch,basicvacc1,haven_labelled,TRUE,4,Vaccinations de base avec ROR,111,5.45,5
ch,allvacc,haven_labelled,TRUE,4,All vaccinations,111,5.45,5
ch,novacc,haven_labelled,TRUE,4,No vaccinations,111,5.45,5
ch,chweight,numeric,FALSE,0,Poids de l'échantillon des enfants de moins de 5 ans,0,0,94
ch,wscore,numeric,FALSE,0,Score de richesse combiné,0,0,1470
ch,windex5,haven_labelled,TRUE,5,Quintile de l’indice de richesse,0,0,6
ch,windex10,haven_labelled,TRUE,10,Décile de l’indice de richesse,0,0,11
ch,wscoreu,numeric,FALSE,0,Score de richesse urbaine,887,43.54,811
ch,windex5u,haven_labelled,TRUE,5,Quintile de l’indice de richesse urbaine,887,43.54,7
ch,windex10u,haven_labelled,TRUE,10,Décile de l’indice de richesse urbaine,887,43.54,12
ch,wscorer,numeric,FALSE,0,Score de richesse rurale,1039,51.01,662
ch,windex5r,haven_labelled,TRUE,5,Quintile de l’indice de richesse rurale,1039,51.01,7
ch,windex10r,haven_labelled,TRUE,10,Décile de l’indice de richesse rurale,1039,51.01,12
ch,PSU,numeric,FALSE,0,Unité d'échantillonnage primaire,0,0,472
ch,stratum,numeric,FALSE,0,Strate,0,0,46
fs,HH1,numeric,FALSE,0,Numéro de Grappe,0,0,498
fs,HH2,numeric,FALSE,0,Numéro de ménage,0,0,22
fs,LN,numeric,FALSE,0,Numéro de ligne,0,0,10
fs,FS1,numeric,FALSE,0,Numéro de grappe,0,0,498
fs,FS2,numeric,FALSE,0,Numéro de ménage,0,0,22
fs,FSINT,numeric,FALSE,0,Numéro d'enqueteur,0,0,130
fs,FS3,numeric,FALSE,0,Numéro de ligne de l’enfant,0,0,10
fs,FS4,numeric,FALSE,0,Numéro de ligne de la Mère / Tutrice,0,0,10
fs,FS5,numeric,FALSE,0,Numéro d'enqueteur,0,0,130
fs,FS6,numeric,FALSE,0,Numéro de superviseur,0,0,24
fs,FS7D,numeric,FALSE,0,Jour de l’interview,0,0,31
fs,FS7M,numeric,FALSE,0,Mois de l’interview,0,0,2
fs,FS7Y,numeric,FALSE,0,Année de l’interview,0,0,1
fs,FS9,haven_labelled,TRUE,2,Répondant à un autre questionnaire,0,0,2
fs,FS10,haven_labelled,TRUE,2,Consentement,0,0,2
fs,FS17,haven_labelled,TRUE,7,Résultat de l’interview pour les enfants de 5-17 ans,0,0,6
fs,FS8H,numeric,FALSE,0,Debut de l’interview - Heure,161,4.23,21
fs,FS8M,haven_labelled,TRUE,1,Debut de l’interview - Minutes,161,4.23,61
fs,FS11H,numeric,FALSE,0,Fin de l’interview - Heure,161,4.23,21
fs,FS11M,haven_labelled,TRUE,1,Fin de l’interview - Minutes,161,4.23,61
fs,FS12,haven_labelled,TRUE,2,Langue du Questionnaire,161,4.23,3
fs,FS13,haven_labelled,TRUE,4,Langue de l’Interview,161,4.23,3
fs,FS14,haven_labelled,TRUE,4,Langue maternelle du Répondant,161,4.23,3
fs,FS15,haven_labelled,TRUE,4,Traducteur utilisé,161,4.23,5
fs,FS15A,haven_labelled,TRUE,3,Entrevue réalisée par le même enquêteur,161,4.23,4
fs,FS15B,haven_labelled,TRUE,3,Ménage possédant un téléphone,308,8.09,4
fs,FS15C,haven_labelled,TRUE,3,Consentement à participer à MICS-PLUS,308,8.09,4
fs,FS15D,haven_labelled,TRUE,3,Possède un téléphone pour recevoir les appels pour MICS-PLUS,2483,65.24,4
fs,FS15E,haven_labelled,TRUE,3,Accepter un appel pour MICS-PLUS,2839,74.59,4
fs,FS15G_P1,haven_labelled,TRUE,4,Valider le premier numéro de téléphone,2839,74.59,4
fs,FS15J_P1,haven_labelled,TRUE,4,Possède un autre numéro de téléphone,2839,74.59,4
fs,FS15G_P2,haven_labelled,TRUE,3,Valider le deuxième numéro de téléphone,3743,98.34,3
fs,FS15J_P2,haven_labelled,TRUE,3,Possède un autre numéro de téléphone,3743,98.34,4
fs,FS15G_P3,haven_labelled,TRUE,3,Valider le troisième numéro de téléphone,3795,99.71,3
fs,FS15J_P3,haven_labelled,TRUE,3,Possède un autre numéro de téléphone,3795,99.71,3
fs,FSHINT,numeric,FALSE,0,Intervieweur du ménage,0,0,130
fs,CB2M,haven_labelled,TRUE,14,Mois de naissance de l’enfant,161,4.23,15
fs,CB2Y,haven_labelled,TRUE,2,Année de naissance de l’enfant,161,4.23,16
fs,CB3,numeric,FALSE,0,Age de l’enfant,161,4.23,14
fs,CB4,haven_labelled,TRUE,3,A déjà été scolarisé ou suivi un programme de petite enfance,161,4.23,3
fs,CB5A,haven_labelled,TRUE,6,Niveau élevé d’éducation atteint,216,5.68,5
fs,CB5B,haven_labelled,TRUE,2,Classe la plus élevée atteint sur ce niveau,550,14.45,10
fs,CB6,haven_labelled,TRUE,4,A déjà terminé cette année/année,550,14.45,5
fs,CB7,haven_labelled,TRUE,4,A fréquenté une école ou un programme pour la petite enfance au cours de l'année scolaire en cours,216,5.68,4
fs,CB8A,haven_labelled,TRUE,10,Niveau d'éducation fréquenté l'année scolaire en cours,540,14.19,10
fs,CB8B,haven_labelled,TRUE,2,Classe fréquentée à ce niveau au cours de l'année scolaire en cours,865,22.73,10
fs,CB9,haven_labelled,TRUE,4,A fréquenté une école ou un programme pour la petite enfance au cours de l'année scolaire précédente,216,5.68,5
fs,CB10A,haven_labelled,TRUE,13,Niveau d'études suivi l'année scolaire précédente,601,15.79,8
fs,CB10B,haven_labelled,TRUE,2,Classe fréquentée à ce niveau au cours de l'année scolaire précédente,1098,28.85,10
fs,CB11,haven_labelled,TRUE,3,Couvert par n'importe quelle assurance maladie,161,4.23,4
fs,CB12A,haven_labelled,TRUE,2,Type d'assurance maladie - Mutuelle de santé / Assurance maladie communautaire,0,0,3
fs,CB12D,haven_labelled,TRUE,2,Type d'assurance maladie - Assurance maladie par l'employeur,0,0,3
fs,CB12E,haven_labelled,TRUE,2,Type d'assurance maladie - Sécurité sociale,0,0,3
fs,CB12F,haven_labelled,TRUE,2,Type d'assurance maladie - Autre assurance maladie commerciale souscrite à titre privé,0,0,3
fs,CB12X,haven_labelled,TRUE,2,Type d'assurance maladie - Autre,0,0,3
fs,CB12NR,haven_labelled,TRUE,1,Type d'assurance maladie – Non réponse,0,0,2
fs,CL1A,haven_labelled,TRUE,3,"A travaillé sur terrain, ferme, potager ou s’est occupé des animaux la semaine la semaine dernière",161,4.23,4
fs,CL1B,haven_labelled,TRUE,3,A aidé dans une entreprise familiale la semaine dernière,161,4.23,4
fs,CL1C,haven_labelled,TRUE,3,Articles produits ou vendus au cours de la semaine dernière,161,4.23,4
fs,CL1D,haven_labelled,TRUE,3,A exercé une activité artistique ou culturelle la semaine dernière,161,4.23,4
fs,CL1E,haven_labelled,TRUE,3,"A exercé une activité dans des bars, cabarets, boîtes de nuit la semaine dernière",161,4.23,4
fs,CL1X,haven_labelled,TRUE,3,A exercé toute autre activité lucrative au cours de la semaine dernière,161,4.23,4
fs,CL3,haven_labelled,TRUE,1,Heures travaillées la semaine dernière,3509,92.2,27
fs,CL4,haven_labelled,TRUE,3,Activités nécessitant de porter de lourdes charges,3509,92.2,4
fs,CL5,haven_labelled,TRUE,3,Activités requises pour travailler avec des outils dangereux ou de la machinerie lourde,3509,92.2,4
fs,CL6A,haven_labelled,TRUE,3,"Description du travail : exposé à la poussière, aux fumées ou aux gaz",3509,92.2,4
fs,CL6B,haven_labelled,TRUE,3,Description du travail : exposé à des températures ou à une humidité extrême,3509,92.2,4
fs,CL6C,haven_labelled,TRUE,3,Description du travail : exposé à un bruit fort ou à des vibrations,3509,92.2,4
fs,CL6D,haven_labelled,TRUE,3,Description du travail : requis pour travailler en hauteur,3509,92.2,3
fs,CL6E,haven_labelled,TRUE,3,Description du travail : requis pour travailler avec des produits chimiques,3509,92.2,4
fs,CL6F,haven_labelled,TRUE,3,"Description du travail : exposé à l’alcool, au tabac et à des comportements à risque",3509,92.2,3
fs,CL6X,haven_labelled,TRUE,3,Description du travail : exposé à d'autres situations,3509,92.2,4
fs,CL7,haven_labelled,TRUE,3,Est allé chercher de l'eau la semaine dernière,161,4.23,4
fs,CL8,haven_labelled,TRUE,1,Heures passées à aller chercher de l'eau au cours de la semaine dernière,3559,93.51,16
fs,CL9,haven_labelled,TRUE,3,A ramassé du bois de chauffage la semaine dernière,161,4.23,4
fs,CL10,haven_labelled,TRUE,1,Heures passées à ramasser du bois de chauffage au cours de la semaine dernière,3736,98.16,11
fs,CL11A,haven_labelled,TRUE,3,Tâches ménagères de la semaine dernière : courses,161,4.23,4
fs,CL11B,haven_labelled,TRUE,3,Tâches ménagères de la semaine dernière : cuisine,161,4.23,4
fs,CL11C,haven_labelled,TRUE,3,Tâches ménagères de la semaine dernière : faire la vaisselle ou faire le ménage dans la maison,161,4.23,4
fs,CL11D,haven_labelled,TRUE,3,Tâches ménagères de la semaine dernière : laver les vêtements,161,4.23,4
fs,CL11E,haven_labelled,TRUE,3,Tâches ménagères de la semaine dernière : s'occuper des enfants,161,4.23,4
fs,CL11F,haven_labelled,TRUE,3,Tâches ménagères de la semaine dernière : prendre soin des personnes âgées ou malades,161,4.23,4
fs,CL11X,haven_labelled,TRUE,3,Tâches ménagères de la semaine dernière : autres tâches ménagères,161,4.23,4
fs,CL13,haven_labelled,TRUE,1,Nombre d'heures travaillées au cours de la semaine dernière,2060,54.13,30
fs,FCD2A,haven_labelled,TRUE,3,Retiré des privilèges,1045,27.46,4
fs,FCD2B,haven_labelled,TRUE,3,Expliqué pourquoi le comportement était mauvais,1045,27.46,4
fs,FCD2C,haven_labelled,TRUE,3,Secoué l'enfant,1045,27.46,4
fs,FCD2D,haven_labelled,TRUE,3,"A grondé, hurler ou crié après l'enfant",1045,27.46,4
fs,FCD2E,haven_labelled,TRUE,3,A donné à l'enfant autre chose à faire,1045,27.46,4
fs,FCD2F,haven_labelled,TRUE,3,"Donné une fessée, frappé ou giflé sur les fesses à main nue",1045,27.46,4
fs,FCD2G,haven_labelled,TRUE,3,"Frappé l'enfant sur les fesses ou ailleurs avec une ceinture, une brosse, un bâton, etc.",1045,27.46,4
fs,FCD2H,haven_labelled,TRUE,3,"Traité l'enfant d'idiot, de paresseux ou d'un autre nom",1045,27.46,4
fs,FCD2I,haven_labelled,TRUE,3,"Frappé ou giflé l'enfant au visage, à la tête ou aux oreilles",1045,27.46,4
fs,FCD2J,haven_labelled,TRUE,3,"Frappé ou giflé l'enfant à la main, au bras ou à la jambe",1045,27.46,4
fs,FCD2K,haven_labelled,TRUE,3,Battu l'enfant aussi fort que possible,1045,27.46,4
fs,FCD4,haven_labelled,TRUE,3,Déjà répondu à la question UCD5,2940,77.25,4
fs,FCD5,haven_labelled,TRUE,4,L'enfant doit être puni physiquement pour être élevé correctement,1334,35.05,5
fs,FCF1,haven_labelled,TRUE,3,L'enfant porte des lunettes ou des lentilles de contact,161,4.23,4
fs,FCF2,haven_labelled,TRUE,3,L'enfant utilise un appareil auditif,161,4.23,4
fs,FCF3,haven_labelled,TRUE,3,L'enfant utilise n'importe quel équipement ou reçoit de l'aide pour marcher,161,4.23,4
fs,FCF6,haven_labelled,TRUE,5,L'enfant a du mal à voir,161,4.23,6
fs,FCF8,haven_labelled,TRUE,5,L'enfant a du mal à entendre les sons comme les voix des gens ou la musique,161,4.23,6
fs,FCF10,haven_labelled,TRUE,5,"Sans utiliser d'équipement ou d'assistance, l'enfant a du mal à marcher 100 mètres",3656,96.06,5
fs,FCF11,haven_labelled,TRUE,5,"Sans utiliser d'équipement ou d'assistance, l'enfant a de la difficulté à marcher 500 mètres",3801,99.87,3
